"Geneid" "5_B1_R1_9wk" "5_B1_R2_9wk" "5_B2_R1_9wk" "5_B2_R2_9wk" "5_cor_B1_R1_9wk" "5_cor_B1_R2_9wk" "5_cor_B2_R1_9wk" "5_cor_B2_R2_9wk"
"RHBDL2" 38 40 82 77 51 70 49 129
"AKIRIN1" 2475 1840 3823 4235 3478 2266 2106 3231
"NDUFS5" 1531 912 2831 3277 2245 1128 1189 1825
"MACF1" 20706 11553 31643 33649 25830 20908 18399 26269
"BMP8A" 5 9 21 21 13 20 9 28
"PABPC4" 2043 940 3077 3514 2784 2069 1871 2165
"HEYL" 6 0 4 18 14 24 46 16
"NT5C1A" 6 5 8 10 2 2 0 2
"HPCAL4" 1448 1084 2022 2126 660 614 768 750
"PPIE" 477 348 805 978 742 542 572 650
"BMP8B" 25 36 73 70 187 114 51 85
"OXCT2" 0 4 2 0 6 6 2 2
"TRIT1" 741 308 1012 1152 1200 848 783 991
"MYCL" 449 92 742 744 927 334 449 703
"MFSD2A" 217 316 479 604 558 435 304 1041
"CAP1" 1942 1361 3991 4063 2780 1730 1663 2434
"PPT1" 1609 1556 3334 3543 2455 1531 1663 2246
"RLF" 1825 795 3005 2971 2029 1661 1460 1634
"TMCO2" 0 0 2 0 0 0 9 0
"ZMPSTE24" 846 649 1555 1896 1249 992 822 1233
"COL9A2" 474 336 775 985 504 682 400 466
"SMAP2" 1723 864 2622 2769 1544 862 868 1192
"ZFP69B" 578 150 653 778 468 265 281 341
"ZFP69" 316 105 555 596 475 311 331 360
"EXO5" 83 93 150 233 216 130 92 184
"ZNF684" 87 80 256 216 285 232 279 289
"RIMS3" 3415 1371 5815 5804 3251 1679 1762 2368
"NFYC" 1212 556 1655 1942 1306 844 735 1150
"KCNQ4" 56 63 98 154 199 99 145 186
"CITED4" 52 60 76 82 79 39 81 41
"CTPS1" 1213 587 1964 2137 1746 1197 976 1159
"SLFNL1" 23 10 49 67 22 38 28 42
"SCMH1" 1040 703 1872 1919 1007 912 925 890
"FOXO6" 145 90 154 174 515 232 138 355
"EDN2" 0 0 3 0 0 4 0 7
"HIVEP3" 352 223 366 460 227 164 150 203
"GUCA2B" 0 0 0 0 0 0 0 0
"GUCA2A" 0 0 0 0 0 0 1 0
"FOXJ3" 2598 1479 3962 4132 3222 2646 2289 2734
"RIMKLA" 977 451 657 865 391 227 178 475
"ZMYND12" 2 3 6 4 4 0 8 4
"PPCS" 293 244 613 586 244 197 194 212
"CCDC30" 224 202 378 435 432 412 306 449
"PPIH" 371 170 546 644 586 362 307 358
"YBX1" 16660 9293 22447 25040 21671 13093 13032 15956
"CLDN19" 6 0 25 11 2 2 8 4
"P3H1" 658 351 1808 1519 960 1605 1454 809
"C1orf50" 41 11 42 45 39 15 16 15
"TMEM269" 56 14 91 96 72 41 56 81
"SVBP" 502 172 667 895 241 189 176 242
"ERMAP" 95 178 319 329 276 316 236 321
"ZNF691" 242 129 428 365 341 225 228 366
"SLC2A1" 944 368 2157 2291 631 702 879 509
"FAM183A" 22 18 54 49 70 48 25 120
"EBNA1BP2" 733 548 1224 1384 919 692 612 716
"CFAP57" 58 93 59 97 197 139 89 287
"TMEM125" 0 0 6 4 0 0 0 0
"C1orf210" 0 0 0 12 4 2 1 0
"TIE1" 12 4 32 18 4 3 9 4
"MPL" 6 0 7 4 12 9 9 3
"CDC20" 480 211 1524 1192 843 683 769 534
"ELOVL1" 241 344 635 655 462 571 435 552
"MED8" 441 256 795 791 499 356 367 407
"SZT2" 1473 1083 2785 3035 2322 1911 1664 2135
"HYI" 0 0 0 0 0 0 0 0
"PTPRF" 6483 5550 12566 12946 6801 5642 5543 6717
"KDM4A" 2824 1337 3928 4210 3287 1833 1854 2932
"ST3GAL3" 640 463 1002 1153 781 474 450 618
"ARTN" 34 30 40 63 59 78 37 91
"IPO13" 1457 1077 2310 2590 1728 1261 1260 1873
"DPH2" 361 235 651 638 638 426 444 488
"ATP6V0B" 1857 1057 2689 3186 1684 1180 1139 1576
"B4GALT2" 1604 994 2540 2995 1968 1412 1339 1608
"CCDC24" 141 249 307 346 389 511 356 411
"SLC6A9" 440 396 997 913 1331 923 1061 943
"KLF17" 0 2 0 4 2 8 6 6
"KLF18" 0 0 0 0 0 0 0 0
"DMAP1" 1002 649 1785 1854 1333 972 937 1124
"ERI3" 1335 1170 2072 2315 1713 1255 1184 1562
"RNF220" 1344 1019 1609 2224 1383 1061 1029 1248
"TMEM53" 146 140 283 334 162 115 102 203
"C1orf228" 216 292 457 500 460 528 462 532
"KIF2C" 424 218 1447 1011 1301 1023 964 903
"RPS8" 6081 3045 10200 11785 10259 6026 6172 6510
"BEST4" 32 31 63 33 55 82 54 71
"PLK3" 694 281 972 943 477 544 423 444
"TCTEX1D4" 9 4 6 11 21 7 4 18
"BTBD19" 94 84 252 226 170 277 229 264
"PTCH2" 658 458 1171 1141 956 1160 1142 952
"EIF2B3" 428 260 799 789 465 364 345 349
"HECTD3" 1236 745 2001 2148 1545 1366 1192 1263
"UROD" 577 621 1297 1373 914 748 681 920
"ZSWIM5" 2065 431 1622 2688 1254 580 663 1280
"HPDL" 51 9 38 76 31 39 14 25
"MUTYH" 366 242 655 660 564 513 446 566
"TOE1" 206 127 330 436 234 215 130 182
"TESK2" 19 22 41 34 58 29 15 47
"CCDC163" 62 36 135 106 86 68 89 77
"MMACHC" 187 113 308 375 206 156 155 185
"PRDX1" 1544 1253 3450 3513 3665 1788 1685 2634
"AKR1A1" 941 628 1831 1889 1499 910 1094 1182
"NASP" 5458 2891 7088 8184 10785 6783 5053 7601
"CCDC17" 56 27 90 94 102 83 65 87
"GPBP1L1" 1587 1034 3592 3114 2638 1889 2066 2242
"TMEM69" 343 212 600 675 475 390 283 460
"IPP" 324 266 771 685 576 301 404 493
"MAST2" 5761 2378 8308 9994 4017 4389 4616 3384
"PIK3R3" 6029 2218 7757 8614 3734 1877 2359 3230
"TSPAN1" 19 5 21 21 24 25 23 11
"POMGNT1" 1495 1183 3539 3321 2093 2012 2285 1901
"LURAP1" 3 17 36 34 19 25 32 7
"RAD54L" 203 86 347 399 537 443 235 393
"LRRC41" 1744 1195 3522 3706 2375 1846 1820 2375
"UQCRH" 1297 800 1999 2260 1632 1060 1018 1298
"NSUN4" 200 125 366 406 418 257 266 315
"FAAH" 382 294 469 656 334 374 308 332
"DMBX1" 167 2 22 6 4 10 14 10
"KNCN" 0 2 3 11 6 3 8 6
"MKNK1" 296 259 500 690 453 495 500 466
"MOB3C" 62 55 227 165 96 123 166 81
"ATPAF1" 1353 939 2775 2743 1757 1048 1136 1464
"TEX38" 2 0 2 9 0 4 1 2
"EFCAB14" 1115 1248 2678 2576 2317 1634 1568 2043
"CYP4B1" 0 0 0 2 0 0 0 0
"CYP4A11" 4 2 0 2 0 1 0 0
"CYP4X1" 81 89 73 82 38 66 36 42
"CYP4Z1" 4 6 1 10 0 3 2 2
"CYP4A22" 0 0 2 0 0 2 0 2
"PDZK1IP1" 0 0 0 0 0 0 0 0
"TAL1" 7 26 6 16 12 2 0 4
"STIL" 209 129 545 520 651 534 463 459
"CMPK1" 2756 1428 4411 4676 3129 1795 1854 2511
"FOXE3" 6 0 0 2 6 6 2 8
"FOXD2" 0 0 2 0 0 2 0 4
"TRABD2B" 0 0 0 0 18 32 27 6
"SLC5A9" 26 26 34 55 147 163 47 251
"SPATA6" 434 581 1622 1028 1706 1389 1236 1566
"AGBL4" 36 33 15 33 24 10 11 20
"BEND5" 609 219 621 790 404 256 250 313
"ELAVL4" 2865 569 2862 3184 1930 442 659 1405
"DMRTA2" 72 52 63 107 22 65 49 41
"FAF1" 1380 928 2158 2347 1783 1081 1112 1364
"CDKN2C" 272 261 557 472 1318 643 501 890
"C1orf185" 0 0 0 0 0 0 0 0
"RNF11" 3814 3041 5539 6265 3757 2366 2580 3264
"TTC39A" 43 26 45 66 46 30 31 45
"EPS15" 2438 2200 5114 4970 2665 2453 2723 2463
"OSBPL9" 2053 1757 4170 4241 2709 2733 2781 2431
"NRDC" 3564 2256 6296 6642 4769 3931 3496 4267
"RAB3B" 1669 1610 2080 2007 1054 810 844 1086
"TXNDC12" 859 625 1776 1955 1295 919 879 1131
"KTI12" 109 40 215 223 158 127 98 142
"BTF3L4" 2621 1246 3767 4567 2957 1631 1651 2266
"ZFYVE9" 1146 691 1787 1970 1600 957 988 1142
"CC2D1B" 817 575 1407 1599 1111 1041 938 1131
"ORC1" 121 73 189 264 411 263 172 264
"PRPF38A" 2051 1162 3170 3315 2777 1850 1648 2128
"ZCCHC11" 3008 1455 4955 5297 3845 2739 2661 3199
"GPX7" 14 7 135 77 16 17 16 17
"FAM159A" 1 6 2 1 5 2 4 0
"COA7" 975 535 1222 1422 869 545 574 593
"ZYG11B" 3307 1531 4257 4361 3122 1819 1859 2552
"ZYG11A" 25 21 25 35 25 46 30 25
"ECHDC2" 94 130 88 141 164 328 362 119
"SCP2" 1228 1888 2740 2770 2881 1478 1816 2647
"PODN" 141 575 168 173 277 541 440 443
"SLC1A7" 14 27 14 14 21 26 33 48
"CPT2" 292 241 628 567 443 333 336 469
"C1orf123" 417 378 917 963 891 629 642 740
"MAGOH" 423 220 672 682 554 367 336 411
"LRP8" 3086 2677 4948 5751 3462 2242 1955 3748
"DMRTB1" 0 2 2 0 0 0 0 0
"GLIS1" 13 9 25 7 8 63 39 9
"NDC1" 884 514 1512 1505 1225 880 807 948
"YIPF1" 520 330 863 1026 761 498 446 589
"DIO1" 6 5 12 12 4 11 10 4
"HSPB11" 346 275 869 859 506 433 356 461
"LRRC42" 518 268 1019 1020 666 462 408 616
"LDLRAD1" 0 0 0 0 0 0 0 0
"TMEM59" 3061 2201 4560 5291 3721 2344 2260 3480
"TCEANC2" 504 297 1236 959 812 604 633 791
"CDCP2" 0 0 0 0 0 0 2 2
"CYB5RL" 187 170 413 341 418 306 275 358
"MRPL37" 721 475 1346 1425 957 601 567 830
"SSBP3" 5411 2406 6466 7689 4473 2840 2437 3636
"ACOT11" 6 16 27 18 13 42 57 14
"FAM151A" 0 0 2 1 0 3 3 5
"MROH7" 0 0 0 0 0 0 4 3
"TTC4" 25 10 45 45 30 19 12 39
"PARS2" 124 66 238 207 145 95 80 110
"TTC22" 0 0 0 4 0 0 0 0
"LEXM" 0 2 1 0 0 2 2 2
"DHCR24" 1964 2549 2278 2803 3413 2043 1309 3418
"TMEM61" 0 0 0 0 0 0 0 0
"BSND" 2 0 0 0 2 0 0 0
"PCSK9" 18 4 22 16 6 49 45 2
"USP24" 3634 2102 6419 7197 5388 3581 3170 4753
"PLPP3" 822 1459 2185 1770 1986 2536 1894 2292
"PRKAA2" 562 260 994 818 811 697 948 633
"C8A" 0 2 0 2 0 0 0 0
"C8B" 0 0 0 0 0 0 0 2
"DAB1" 991 503 927 867 563 516 386 478
"OMA1" 207 187 394 309 402 351 309 397
"TACSTD2" 2 0 0 0 2 2 0 4
"MYSM1" 1835 1269 4036 4574 2950 2777 2343 2981
"JUN" 2964 2234 7739 7779 5835 4406 3975 5090
"FGGY" 101 100 266 244 142 194 184 109
"HOOK1" 193 105 273 244 40 158 188 39
"CYP2J2" 1 0 4 0 10 8 16 2
"C1orf87" 0 0 0 3 6 0 0 4
"NFIA" 1753 1881 2644 1506 4687 3422 3250 4517
"TM2D1" 404 323 807 835 578 502 452 598
"PATJ" 890 645 1159 1459 430 471 646 494
"L1TD1" 1 2 0 0 2 14 15 0
"KANK4" 33 31 44 14 40 149 121 32
"USP1" 1199 718 2028 2052 2372 1452 1160 1621
"DOCK7" 3991 2260 6145 7152 3395 3055 2832 3923
"ANGPTL3" 3 2 17 10 2 2 10 10
"ATG4C" 331 347 705 597 652 492 513 456
"FOXD3" 9 11 48 74 4 40 18 2
"ALG6" 316 194 535 591 447 334 359 316
"ITGB3BP" 181 88 272 328 396 197 188 257
"EFCAB7" 493 354 842 849 664 415 440 594
"PGM1" 435 462 1147 1014 1069 732 756 734
"ROR1" 103 22 181 131 72 240 180 63
"UBE2U" 0 0 0 0 0 0 0 0
"CACHD1" 2778 2528 5869 6266 3551 3246 2877 4684
"RAVER2" 819 1065 1567 1843 2363 1961 1509 3561
"JAK1" 2953 2040 5218 5231 2824 2238 2274 3103
"AK4" 652 805 838 1045 857 434 571 775
"DNAJC6" 2663 1966 1999 2675 1636 978 1138 1747
"LEPROT" 988 826 1490 1793 1400 1009 898 1663
"LEPR" 544 749 1014 1193 821 615 667 978
"PDE4B" 2292 1272 3570 3950 2117 1443 1014 1640
"SGIP1" 1012 768 1223 1096 1233 684 935 1450
"TCTEX1D1" 113 497 127 90 945 886 632 1297
"INSL5" 2 4 11 6 34 31 2 31
"WDR78" 225 262 478 458 638 587 480 957
"MIER1" 1095 711 2014 1933 1401 1250 1121 1380
"SLC35D1" 838 575 1566 1405 1237 985 887 1285
"C1orf141" 0 2 2 4 0 0 2 0
"IL23R" 2 1 0 3 0 1 0 0
"IL12RB2" 6 5 14 18 13 12 10 22
"SERBP1" 6406 4292 10110 10870 9122 5681 5532 6868
"GADD45A" 921 344 1301 1234 546 585 600 442
"GNG12" 712 2676 4065 3780 2309 2027 2066 3471
"DIRAS3" 332 208 196 268 449 298 190 457
"WLS" 3556 9339 15558 17206 8878 9552 8364 15738
"RPE65" 65 312 1120 761 515 250 338 653
"DEPDC1" 191 70 612 412 483 426 426 301
"LRRC7" 1002 697 2444 2379 722 819 841 1001
"LRRC40" 1291 699 2256 2612 1471 924 1040 1215
"SRSF11" 7632 5242 13009 14974 11767 10651 9278 11346
"ANKRD13C" 1172 722 2034 1964 1448 934 1017 1237
"HHLA3" 84 111 264 209 168 118 154 197
"CTH" 116 72 197 189 227 120 143 180
"PTGER3" 62 5 19 28 10 21 18 5
"ZRANB2" 3357 2684 7078 7523 4712 3915 4108 4941
"NEGR1" 4145 3540 5268 6702 3487 1959 2271 3040
"LRRIQ3" 0 0 4 2 0 0 0 0
"FPGT" 0 0 47 76 0 0 0 0
"FPGT-TNNI3K" 2 0 10 15 3 2 1 0
"TNNI3K" 0 0 2 2 0 0 0 0
"LRRC53" 8 4 30 28 2 2 8 4
"ERICH3" 174 21 52 74 47 40 67 38
"CRYZ" 270 443 1000 951 559 371 490 434
"TYW3" 230 176 665 591 279 327 379 262
"LHX8" 0 0 30 32 4 67 31 4
"SLC44A5" 1041 819 2018 2780 2717 1382 1271 2819
"ACADM" 1272 884 2335 2569 1735 1299 1123 1427
"RABGGTB" 848 555 1545 1730 1528 1059 919 1094
"MSH4" 8 7 21 22 13 16 15 15
"ASB17" 0 0 0 0 0 0 0 0
"ST6GALNAC3" 304 62 414 376 83 304 275 78
"ST6GALNAC5" 563 157 967 1279 75 215 232 105
"PIGK" 603 512 1362 1505 719 528 564 775
"AK5" 310 348 324 399 313 245 263 278
"ZZZ3" 1338 804 2187 2433 1716 1207 1167 1559
"USP33" 3494 1725 5048 5716 3571 2521 2337 3355
"MIGA1" 817 541 1401 1367 934 742 726 936
"NEXN" 144 263 208 246 520 332 253 518
"FUBP1" 4746 2190 7385 8030 5720 3393 3243 4623
"DNAJB4" 652 589 1384 1138 1169 994 943 1082
"GIPC2" 15 17 23 18 8 7 9 7
"PTGFR" 22 6 8 6 12 24 11 10
"IFI44L" 455 449 1926 1508 1217 1056 1407 1601
"IFI44" 394 406 1119 1016 1200 980 1020 1236
"ADGRL4" 9 6 8 39 24 57 29 26
"ADGRL2" 4365 3393 9932 9804 3706 3655 3382 3810
"TTLL7" 2438 941 2868 2429 3040 2987 2220 3331
"PRKACB" 4340 2619 6516 8792 3381 1808 2090 2887
"SAMD13" 46 13 94 77 42 31 35 52
"DNASE2B" 2 4 14 14 8 8 2 5
"RPF1" 444 239 848 818 724 396 350 544
"GNG5" 1038 1209 1629 1553 1975 1369 1294 1728
"SPATA1" 2 13 9 9 17 21 8 20
"CTBS" 53 69 271 221 102 138 133 96
"SSX2IP" 731 737 1288 1364 710 801 743 917
"LPAR3" 0 0 0 0 0 0 4 0
"MCOLN2" 0 0 6 2 5 5 15 6
"WDR63" 32 89 110 90 218 107 123 268
"MCOLN3" 2 2 7 13 3 6 4 14
"SYDE2" 21 38 69 74 134 129 151 142
"C1orf52" 770 478 1322 1533 968 725 757 869
"BCL10" 331 202 521 587 421 257 214 335
"DDAH1" 2890 4666 7292 7933 5990 3165 3204 6777
"CYR61" 1141 2450 2629 3969 1805 2448 2343 3360
"ZNHIT6" 762 541 1425 1359 1200 755 779 862
"COL24A1" 625 251 1565 1355 420 868 704 397
"ODF2L" 2048 1055 3208 3248 2218 2256 2438 2428
"CLCA2" 2 0 4 4 0 2 0 4
"CLCA1" 0 0 0 0 0 0 2 0
"CLCA4" 2 0 5 7 0 1 0 0
"SH3GLB1" 4836 2810 7082 7438 6031 3673 3443 5182
"SELENOF" 1536 1064 2641 3047 2080 1564 1351 1809
"HS2ST1" 1303 1241 2998 3104 2164 1555 1424 2024
"LMO4" 2836 1377 2710 3130 1907 1622 2069 1479
"PKN2" 1810 1269 3795 3901 3070 2392 2153 3138
"GTF2B" 495 292 844 973 636 414 330 509
"KYAT3" 360 285 719 854 487 356 319 479
"RBMXL1" 931 502 1334 1485 1264 644 667 964
"GBP3" 12 28 59 66 61 69 41 79
"GBP1" 12 45 47 113 76 104 78 147
"GBP2" 8 13 17 8 12 23 22 15
"GBP7" 7 3 2 2 3 2 0 3
"GBP4" 0 0 0 6 0 2 0 0
"GBP5" 0 0 2 0 4 6 9 6
"GBP6" 0 0 0 4 3 0 2 2
"LRRC8B" 1336 511 2152 2118 1749 921 1005 1278
"LRRC8C" 146 148 184 179 265 250 207 301
"LRRC8D" 1078 869 2132 2228 1423 869 1063 1394
"ZNF326" 3296 1780 4226 4958 4647 3493 2865 3972
"BARHL2" 8 0 32 33 2 0 8 0
"ZNF644" 2239 1277 3382 3495 2825 1625 1491 2401
"HFM1" 393 210 585 810 510 416 405 390
"CDC7" 688 403 1213 1145 1341 978 748 796
"TGFBR3" 51 102 293 272 152 958 559 111
"BRDT" 0 5 9 6 4 3 4 7
"EPHX4" 35 19 61 68 17 11 44 37
"SETSIP" 50 29 30 37 38 56 35 21
"BTBD8" 0 0 2 0 0 2 0 0
"KIAA1107" 0 0 0 0 0 0 0 0
"C1orf146" 5 2 13 20 4 3 6 13
"GLMN" 413 244 684 669 485 356 368 390
"RPAP2" 2622 1299 2694 3225 2546 1841 1430 2406
"GFI1" 9 10 8 36 15 12 10 16
"EVI5" 635 942 1437 1430 1470 1237 1011 1680
"RPL5" 8396 4181 14554 16862 14813 7777 8376 9392
"FAM69A" 325 456 437 463 574 381 296 531
"MTF2" 2056 810 3145 2547 2089 1592 1827 1502
"TMED5" 934 928 2618 2300 1916 1288 1181 1745
"CCDC18" 329 248 845 623 748 728 666 547
"DR1" 1634 821 2691 2704 1710 1172 1179 1396
"FNBP1L" 15441 5187 19941 25176 7442 6525 6591 7707
"BCAR3" 184 323 615 589 206 204 166 243
"DNTTIP2" 1247 622 1927 2239 1562 940 909 1152
"GCLM" 195 290 623 504 408 267 274 371
"ABCA4" 6 6 31 23 6 16 25 16
"ARHGAP29" 375 769 2088 1403 737 1628 1374 1144
"ABCD3" 1423 1570 3003 2863 2681 1777 1659 2530
"F3" 187 285 585 395 634 545 614 773
"SLC44A3" 52 198 281 282 108 105 107 195
"CNN3" 5091 7163 12448 12933 8535 7083 7347 9401
"ALG14" 149 140 319 391 248 257 192 224
"TMEM56" 30 66 54 60 89 52 107 130
"TMEM56-RWDD3" 32 11 29 41 30 20 30 34
"RWDD3" 123 117 285 264 258 234 231 241
"PTBP2" 3505 1859 4473 5239 3477 2856 2540 2969
"DPYD" 175 316 1031 1168 433 491 363 579
"SNX7" 180 281 535 531 652 383 301 575
"PLPPR5" 358 287 686 592 620 189 250 443
"PLPPR4" 1149 937 2071 2147 1024 790 1062 849
"PALMD" 343 568 1411 1181 612 849 855 668
"FRRS1" 8 20 71 76 18 42 38 24
"AGL" 1291 896 2422 2462 1578 1095 1192 1397
"SLC35A3" 627 434 1002 1177 980 834 651 954
"MFSD14A" 395 360 520 551 441 392 361 414
"SASS6" 231 102 421 526 373 333 277 257
"TRMT13" 748 368 1225 1357 1102 863 754 1043
"LRRC39" 136 59 225 228 211 157 136 137
"DBT" 876 618 1440 1282 1333 859 876 955
"RTCA" 927 580 1477 1619 1171 875 810 918
"CDC14A" 90 71 131 172 276 206 156 305
"GPR88" 67 80 83 107 38 37 24 55
"VCAM1" 272 242 1469 1592 203 402 423 247
"EXTL2" 757 614 1625 1608 1497 1164 1026 1337
"SLC30A7" 937 629 1919 1822 1510 1200 1141 1160
"DPH5" 486 327 1025 964 821 457 540 581
"S1PR1" 408 795 749 785 447 256 320 810
"OLFM3" 166 75 399 310 28 141 135 18
"COL11A1" 2746 1245 16992 12101 6213 8840 7674 5792
"RNPC3" 980 655 1894 2012 1682 1526 1325 1723
"AMY2B" 492 408 574 706 832 761 603 622
"AMY2A" 9 6 15 20 13 17 11 17
"AMY1A" 1 0 0 2 2 1 0 2
"AMY1B" 1 3 1 1 2 7 5 0
"AMY1C" 0 1 1 2 0 1 1 1
"PRMT6" 447 331 737 829 888 429 419 680
"NTNG1" 318 338 453 458 334 436 336 460
"VAV3" 459 315 286 535 529 380 244 417
"SLC25A24" 532 256 1072 1007 593 494 465 490
"NBPF4" 0 0 0 2 0 0 0 0
"NBPF6" 0 0 0 0 0 0 0 0
"FAM102B" 931 611 1457 1282 1168 1024 969 902
"HENMT1" 0 0 4 9 10 6 3 2
"PRPF38B" 2114 1588 3345 3701 4572 3401 2622 3865
"FNDC7" 0 5 4 10 16 15 31 18
"STXBP3" 633 848 1827 1605 1800 1462 1349 1793
"AKNAD1" 67 7 174 270 24 66 89 19
"GPSM2" 446 323 1254 1129 1228 789 930 1005
"CLCC1" 636 481 1377 1364 1082 847 798 967
"WDR47" 4627 1662 6323 7265 2845 1927 1995 2609
"TAF13" 388 299 628 564 523 329 366 424
"TMEM167B" 1239 945 2400 2618 1196 822 913 1117
"C1orf194" 82 120 160 156 170 98 141 284
"KIAA1324" 295 210 366 547 178 175 206 205
"SARS" 4080 2015 7775 8074 4350 3078 2915 3557
"CELSR2" 7781 3662 12897 13970 7276 4486 4176 7730
"PSRC1" 1151 935 3120 3540 3818 2995 2261 3275
"MYBPHL" 8 1 23 36 56 35 23 92
"SORT1" 5309 4037 10543 11837 7678 5011 4072 9361
"PSMA5" 1542 1256 2244 2386 1687 1464 1445 1356
"SYPL2" 10 78 14 30 125 34 87 170
"ATXN7L2" 855 484 1046 1181 1035 889 882 886
"CYB561D1" 613 306 973 926 960 758 642 973
"AMIGO1" 711 377 964 1105 579 324 401 523
"GPR61" 231 193 521 435 236 215 229 342
"GNAI3" 2850 1802 5041 5369 3689 2237 2262 3203
"GNAT2" 0 0 0 0 0 0 0 0
"AMPD2" 966 707 2180 2077 1497 1200 1222 1337
"GSTM4" 122 160 337 284 335 276 267 301
"GSTM2" 64 127 277 271 207 315 269 201
"GSTM1" 4 2 5 7 8 6 5 5
"GSTM5" 8 2 8 12 7 8 2 2
"GSTM3" 737 603 771 929 731 538 596 570
"EPS8L3" 0 0 0 0 0 0 0 0
"CSF1" 323 616 811 885 1059 924 728 1325
"AHCYL1" 3459 4829 5731 5247 5060 3564 5037 4608
"STRIP1" 3281 1677 4581 5377 3330 2778 2339 3104
"ALX3" 0 0 2 0 0 2 0 2
"UBL4B" 0 0 4 0 4 0 2 0
"SLC6A17" 269 387 237 193 282 207 252 196
"KCNC4" 278 386 347 367 229 290 253 408
"RBM15" 311 213 530 640 519 323 346 429
"SLC16A4" 117 68 244 222 118 147 119 90
"LAMTOR5" 616 449 1166 1324 962 504 543 736
"PROK1" 2 1 3 5 0 7 7 7
"KCNA10" 2 0 0 0 0 0 0 0
"KCNA2" 2350 998 1314 1524 2888 1277 942 2107
"KCNA3" 155 87 162 163 251 81 96 186
"CD53" 3 0 8 4 0 2 2 0
"LRIF1" 561 165 810 780 514 434 326 453
"DRAM2" 374 193 709 631 646 441 394 477
"CEPT1" 554 447 724 723 631 530 513 626
"DENND2D" 0 2 3 3 2 0 0 3
"CHI3L2" 2 8 6 3 6 7 6 18
"CHIA" 0 0 0 0 1 0 0 0
"PIFO" 169 598 669 667 779 604 543 1208
"OVGP1" 202 181 417 398 292 327 260 334
"WDR77" 412 313 713 790 595 329 365 471
"ATP5F1" 2494 1781 4156 4729 3245 1622 1727 2750
"C1orf162" 63 57 99 112 93 91 90 73
"TMIGD3" 0 0 0 1 0 0 0 0
"ADORA3" 0 0 0 2 0 0 0 0
"RAP1A" 1496 1175 2276 2126 1951 1310 1279 1504
"FAM212B" 1203 913 2583 2097 5315 2656 2553 4087
"DDX20" 675 322 1016 1350 1132 739 543 986
"KCND3" 1279 1922 1499 1558 11477 3958 3182 9285
"CTTNBP2NL" 2145 787 3231 3068 1780 1031 867 1519
"WNT2B" 653 368 1548 1636 1041 888 749 1526
"ST7L" 299 186 461 430 336 288 229 309
"CAPZA1" 1958 1419 3927 4362 3106 2287 2078 2365
"MOV10" 461 625 1469 1456 1138 1336 1319 993
"RHOC" 339 719 1628 1653 996 950 889 1108
"PPM1J" 28 23 62 55 22 31 40 18
"FAM19A3" 2 1 6 4 4 4 0 1
"SLC16A1" 1263 1214 3718 3209 3375 2098 2097 2987
"LRIG2" 1398 741 2252 2522 1730 1294 1304 1529
"MAGI3" 1721 913 2869 2560 1586 1108 1240 1527
"PHTF1" 775 553 1359 1531 1081 930 796 1130
"RSBN1" 2018 793 2765 2774 1519 969 1128 1417
"PTPN22" 9 7 14 10 7 20 2 2
"BCL2L15" 14 6 17 31 18 18 16 18
"AP4B1" 844 419 1211 1437 1032 891 976 798
"DCLRE1B" 490 210 577 696 712 403 355 501
"HIPK1" 3524 2801 5339 4940 4644 3311 3607 4506
"OLFML3" 14 4 58 48 108 356 203 20
"SYT6" 235 87 247 275 176 137 98 121
"TRIM33" 5413 2434 7303 8807 5756 3813 3391 5036
"BCAS2" 976 594 1585 1740 1011 643 567 738
"DENND2C" 7 34 30 19 51 68 90 53
"AMPD1" 0 0 0 1 6 2 2 2
"NRAS" 2295 1711 4082 4630 3779 2042 2005 2993
"CSDE1" 16208 8830 22741 25365 20024 11692 12073 14760
"SIKE1" 1303 973 2745 2636 1841 1271 1305 1584
"SYCP1" 0 0 0 1 0 0 0 0
"TSHB" 0 3 2 7 0 0 0 0
"TSPAN2" 81 181 196 233 110 107 131 196
"NGF" 0 2 0 0 2 11 10 2
"VANGL1" 151 212 444 461 389 416 387 534
"CASQ2" 78 20 37 65 537 5 2 80
"NHLH2" 355 17 687 1801 151 180 288 42
"SLC22A15" 196 45 209 260 70 160 182 29
"MAB21L3" 4 1 2 4 2 1 8 0
"ATP1A1" 2966 2716 7746 6471 3280 3134 3682 3593
"CD58" 42 118 220 239 162 143 137 223
"IGSF3" 5171 3012 8044 8166 1830 3053 3630 2181
"CD2" 2 0 0 0 0 0 0 0
"PTGFRN" 1408 2305 2990 3237 2745 2968 2300 3267
"CD101" 55 54 42 116 115 78 55 148
"TTF2" 257 186 926 720 620 501 537 527
"TRIM45" 846 955 2775 2142 2074 2364 2456 2423
"VTCN1" 81 39 171 188 45 80 93 71
"MAN1A2" 2951 2105 6839 6993 3874 2892 2936 4045
"FAM46C" 19 6 26 50 17 78 35 37
"GDAP2" 521 223 968 910 673 413 455 599
"WDR3" 928 521 1631 1953 1469 872 803 1219
"SPAG17" 8 4 33 14 12 75 100 31
"TBX15" 35 5 11 31 33 161 160 15
"WARS2" 228 164 334 356 302 187 187 232
"HAO2" 0 2 1 2 0 2 4 0
"HSD3B2" 0 0 2 2 0 0 2 2
"HSD3B1" 0 0 0 0 0 0 0 0
"ZNF697" 1772 378 2242 2384 960 483 623 690
